1,0
2.6364,0
4.2727,0
5.9091,0
7.5455,0
9.1818,0
10.818,0
12.455,0
14.091,0
15.727,0
17.364,0
19,0
20.636,0
22.273,0
23.909,0
25.545,0
27.182,0
28.818,0
30.455,0
32.091,0
33.727,0
35.364,0
37,0
36,0
34.409,0
32.818,0
31.227,0
29.636,0
28.045,0
26.455,0
24.864,0
23.273,0
21.682,0
20.091,0
18.5,0
16.909,0
15.318,0
13.727,0
12.136,0
10.545,0
8.9545,0
7.3636,0
5.7727,0
4.1818,0
2.5909,0
1,0
1,0
4.6667,0
8.3333,0
12,0
15.667,0
19.333,0
23,0
26.667,0
30.333,0
34,0
37.667,0
41.333,0
45,0
48.667,0
52.333,0
56,0
59.667,0
63.333,0
67,0
70.667,0
74.333,0
78,0
81.667,0
85.333,0
89,0
92.667,0
96.333,0
100,0
99,0
95.37,0
91.741,0
88.111,0
84.481,0
80.852,0
77.222,0
73.593,0
69.963,0
66.333,0
62.704,0
59.074,0
55.444,0
51.815,0
48.185,0
44.556,0
40.926,0
37.296,0
33.667,0
30.037,0
26.407,0
22.778,0
19.148,0
15.519,1
11.889,1
8.2593,1
4.6296,1
1,1
1,0
5.125,0
9.25,0
13.375,0
17.5,0
21.625,0
25.75,0
29.875,0
34,0
38.125,0
42.25,0
46.375,0
50.5,0
54.625,0
58.75,0
62.875,0
67,0
71.125,0
75.25,0
79.375,0
83.5,0
87.625,0
91.75,0
95.875,0
100,0
99,0
94.917,0
90.833,0
86.75,0
82.667,0
78.583,0
74.5,0
70.417,0
66.333,0
62.25,0
58.167,0
54.083,0
50,0
45.917,0
41.833,0
37.75,0
33.667,0
29.583,0
25.5,0
21.417,0
17.333,1
13.25,1
9.1667,1
5.0833,1
1,1
1,0
3.2963,0
5.5926,0
7.8889,0
10.185,0
12.481,0
14.778,0
17.074,0
19.37,0
21.667,0
23.963,0
26.259,0
28.556,0
30.852,0
33.148,0
35.444,0
37.741,0
40.037,0
42.333,0
44.63,0
46.926,0
49.222,0
51.519,0
53.815,0
56.111,0
58.407,0
60.704,0
63,0
62,0
59.741,0
57.481,0
55.222,0
52.963,0
50.704,0
48.444,0
46.185,0
43.926,0
41.667,0
39.407,0
37.148,0
34.889,0
32.63,0
30.37,0
28.111,0
25.852,0
23.593,0
21.333,0
19.074,0
16.815,0
14.556,0
12.296,0
10.037,0
7.7778,0
5.5185,0
3.2593,0
1,0
1,0
6.2105,0
11.421,0
16.632,0
21.842,0
27.053,0
32.263,0
37.474,0
42.684,0
47.895,0
53.105,0
58.316,0
63.526,0
68.737,0
73.947,0
79.158,0
84.368,0
89.579,0
94.789,0
100,0
99,0
93.842,0
88.684,0
83.526,0
78.368,0
73.211,0
68.053,0
62.895,0
57.737,0
52.579,0
47.421,0
42.263,0
37.105,0
31.947,0
26.789,0
21.632,1
16.474,1
11.316,1
6.1579,1
1,1
1,0
4.3333,0
7.6667,0
11,0
14.333,0
17.667,0
21,0
24.333,0
27.667,0
31,0
30,0
26.778,0
23.556,0
20.333,0
17.111,0
13.889,0
10.667,0
7.4444,0
4.2222,0
1,0
1,0
5.7333,0
10.467,0
15.2,0
19.933,0
24.667,0
29.4,0
34.133,0
38.867,0
43.6,0
48.333,0
53.067,0
57.8,0
62.533,0
67.267,0
72,0
71,0
66.333,0
61.667,0
57,0
52.333,0
47.667,0
43,0
38.333,0
33.667,0
29,0
24.333,0
19.667,0
15,0
10.333,0
5.6667,0
1,0
1,0
3.625,0
6.25,0
8.875,0
11.5,0
14.125,0
16.75,0
19.375,0
22,0
24.625,0
27.25,0
29.875,0
32.5,0
35.125,0
37.75,0
40.375,0
43,0
42,0
39.438,0
36.875,0
34.312,0
31.75,0
29.188,0
26.625,0
24.062,0
21.5,0
18.938,0
16.375,0
13.812,0
11.25,0
8.6875,0
6.125,0
3.5625,0
1,0
1,0
2.1304,0
3.2609,0
4.3913,0
5.5217,0
6.6522,0
7.7826,0
8.913,0
10.043,0
11.174,0
12.304,0
13.435,0
14.565,0
15.696,0
16.826,0
17.957,0
19.087,0
20.217,0
21.348,0
22.478,0
23.609,0
24.739,0
25.87,0
27,0
26,0
24.913,0
23.826,0
22.739,0
21.652,0
20.565,0
19.478,0
18.391,0
17.304,0
16.217,0
15.13,0
14.043,0
12.957,0
11.87,0
10.783,0
9.6957,0
8.6087,0
7.5217,0
6.4348,0
5.3478,0
4.2609,0
3.1739,0
2.087,0
1,0
1,0
7.1875,0
13.375,0
19.562,0
25.75,0
31.938,0
38.125,0
44.312,0
50.5,0
56.688,0
62.875,0
69.062,0
75.25,0
81.438,0
87.625,0
93.812,0
100,0
99,0
92.875,0
86.75,0
80.625,0
74.5,0
68.375,0
62.25,0
56.125,0
50,0
43.875,0
37.75,0
31.625,0
25.5,1
19.375,1
13.25,1
7.125,1
1,1
1,0
2.5,0
4,0
5.5,0
7,0
8.5,0
10,0
11.5,0
13,0
14.5,0
16,0
17.5,0
19,0
20.5,0
22,0
23.5,0
25,0
26.5,0
28,0
27,0
25.556,0
24.111,0
22.667,0
21.222,0
19.778,0
18.333,0
16.889,0
15.444,0
14,0
12.556,0
11.111,0
9.6667,0
8.2222,0
6.7778,0
5.3333,0
3.8889,0
2.4444,0
1,0
1,0
5.95,0
10.9,0
15.85,0
20.8,0
25.75,0
30.7,0
35.65,0
40.6,0
45.55,0
50.5,0
55.45,0
60.4,0
65.35,0
70.3,0
75.25,0
80.2,0
85.15,0
90.1,0
95.05,0
100,0
99,0
94.1,0
89.2,0
84.3,0
79.4,0
74.5,0
69.6,0
64.7,0
59.8,0
54.9,0
50,0
45.1,0
40.2,0
35.3,0
30.4,0
25.5,0
20.6,1
15.7,1
10.8,1
5.9,1
1,1
1,0
6.5,0
12,0
17.5,0
23,0
28.5,0
34,0
39.5,0
45,0
50.5,0
56,0
61.5,0
67,0
72.5,0
78,0
83.5,0
89,0
94.5,0
100,0
99,0
93.556,0
88.111,0
82.667,0
77.222,0
71.778,0
66.333,0
60.889,0
55.444,0
50,0
44.556,0
39.111,0
33.667,0
28.222,0
22.778,1
17.333,1
11.889,1
6.4444,1
1,1
1,0
6.5,0
